ftype,bid,bname,city
"Southeast Asian",EMDooiC51Vhgup73MxmQHg,"Charm Thai Cuisine",Chandler
"American and British",Emdq2gs-xyTWTPbCbAk79w,"Lynyrd Skynyrd BBQ and Beer","Las Vegas"
"Comfort Food",eMDvSBnFMu7YEkhEbkddpA,"Little Caesars Pizza",Mesa
"Comfort Food",eMf1XEQzuSW29CL0f5iJPA,"Moe's Southwest Grill","Fort Mill"
"Comfort Food",eMFD4FA8NVAlUAeBl4EVNw,Subway,Charlotte
Chinese,EmfFctZmKZM4fy2rEmPZ6w,"Top Shabu-Shabu & Lounge",Pittsburgh
"Japanese and Korean",EmfFctZmKZM4fy2rEmPZ6w,"Top Shabu-Shabu & Lounge",Pittsburgh
"Comfort Food",EMjKhNWBprdlb5Obcia2uA,"Prime Time Pizza",Champaign
Halal,emKCDGxYpL-hsLDQiULBdQ,Mijana,Tempe
"Comfort Food",EmnTWQ-MfA4B26Fd_p2oMw,Arby's,Phoenix
"Southeast Asian",eMPCfmfPqNWUISkW60hQeA,"Sa Bai On The Fly",Tempe
"Japanese and Korean",emQkvcck-uqUanJafLIKOA,"Plum Pan Asian Kitchen",Pittsburgh
"Japanese and Korean",emr4inqCK0zrGkpA9e1eBg,"Restaurant Shoji",Saint-Lambert
Chinese,EMuUOIrtNJsPmNc8uudyoA,"Panda Express","Las Vegas"
"Comfort Food",EMuUOIrtNJsPmNc8uudyoA,"Panda Express","Las Vegas"
"Comfort Food",emY2nzk7UTlucmyvLzGn4w,"Border Food Juarez-El Paso","Las Vegas"
"American and British",EmzaQR5hQlF0WIl24NxAZA,"Sky Lounge",Phoenix
"Southeast Asian",Em_hb1jgu0bJTU0Ly0awfg,"Thai Thai Takeout",Charlotte
"Comfort Food",eM_YULbN1AQVZuSN-70zsg,Subway,Phoenix
"Comfort Food",En2GuQV7FoOGHhXX5SMEBg,Wendy's,Phoenix
"American and British",en2O4AiS0NDZ1AHgzYKzBA,"Famous Dave's","Las Vegas"
"Comfort Food",en2O4AiS0NDZ1AHgzYKzBA,"Famous Dave's","Las Vegas"
Chinese,En4UyDiGgmQuWq__50RAgA,"Great China Super Buffet",Phoenix
"American and British",En5nVQRlo5eUAwsABNT9Ww,"The Creek Patio Grill","Cave Creek"
"Comfort Food",EN6-FrkFBWKrtS8842cZYA,Subway,Charlotte
"Comfort Food",en8csXJNIkoBOOMawtyuTQ,"Subs N Such",Charlotte
"Japanese and Korean",enaf8BVkZ8IOvjZjn0YoDg,"Good Fella Korean Bistro","Las Vegas"
Italian,EnAohly3Hk8vD3WK48YmVQ,"Frankie's 710 Trattoria",Charlotte
Chinese,eNawMNc1iUDzayNGmB482w,"Tsing Tao Chinese Cuisine",Mesa
Chinese,enbTOcl7WNgsjsAtmhvDRA,"Mu Shu Asian Grill",Phoenix
"Comfort Food",eNepNrx9dzehOql6fKxW3Q,Arby's,Charlotte
Indian,EneQ2TuQVobd-Qo0jU1GFQ,"Kabob Express","Laveen Village"
"Southeast Asian",EneQ2TuQVobd-Qo0jU1GFQ,"Kabob Express","Laveen Village"
"American and British",eNEV1AbQsDMYtxCeXXpUGQ,Jillian's,Champaign
"Comfort Food",enJGNU-A2br9d7sKe82saQ,"Baby's Badass Burgers","Las Vegas"
"Comfort Food",ENKGZWnnecBWVtJ3zTOQQQ,Subway,"Las Vegas"
Italian,EnKI5w-x0_ZPAS_3QPYFtQ,"Panevino Italian Grille","Las Vegas"
"Japanese and Korean",enMYRLiwCDZJoq_TSg8pBw,"Sushi Star",Montréal
"Southeast Asian",eNnviNV3PNvaLeP2r2NT6w,"Cafe Nirvana",Charlotte
"Comfort Food",EnTfcULMZms42b4JzpqpNw,"Pizzeria Ristorante La Piazzetta Da Pietro",Waldbronn
Italian,Env21pieyFD60kaC0xbmcg,"Restaurant Pescara Pineta",Montréal
"Comfort Food",Enx-h0TYMkX7qA3enTAjyg,"Burger King",Tempe
"Comfort Food",eNYj1h-K66IunsDKa13bUw,McDonald's,Charlotte
"Japanese and Korean",enZkooanyewGsjkxztL6mw,Zizzy,"Las Vegas"
"American and British",eO-o7FRjNEzcSEG8pakkzA,"McFate's Tap + Barrel",Scottsdale
"Comfort Food",eO-o7FRjNEzcSEG8pakkzA,"McFate's Tap + Barrel",Scottsdale
"Southeast Asian",EoAGtbjhSCVYuZkovYzCew,"Cafe 109","Las Vegas"
"American and British",EOAhMhBXmhuscZXPmyAy4A,"D'Vine Wine Cafe",Charlotte
"Comfort Food",EoAMmv972xvgBpcuiB76xQ,"Libre Mexican Cantina","Las Vegas"
"American and British",EoAY1JSVeJriBzId8lUQwQ,"Bar Louie","West Homestead"
Indian,EOchIu8KPD1SO39mT8-JlQ,"Delhi Diner",Edinburgh
"Southeast Asian",EOchIu8KPD1SO39mT8-JlQ,"Delhi Diner",Edinburgh
"American and British",eoCnHe4RVytI2C9DJlmbeA,"Pints On Penn",Pittsburgh
"American and British",eoDEx1GGQA0CBDhy2ql_Kw,"Omelet House","Las Vegas"
Chinese,eODFYaXpC0M_39dzR5B2Nw,"Panda Express",Chandler
"Comfort Food",eODFYaXpC0M_39dzR5B2Nw,"Panda Express",Chandler
"Comfort Food",eOEDf0ravlF9FRDsNW8K0A,"3 Amigos",Montréal
"American and British",eOez_0zPIQMi4sGeoT7Uxg,"Tups Specialty Sandwiches","Las Vegas"
"Comfort Food",eOez_0zPIQMi4sGeoT7Uxg,"Tups Specialty Sandwiches","Las Vegas"
French,EogXTwuUMjSttclIs1092Q,"La Crêpière",Montréal
"Comfort Food",eOKOOh1qie10HmdtLErp0Q,"Great Harvest Bread Company",Tempe
"American and British",EolW2H_wkpYwWbBURN_4gQ,"Heart Attack Grill","Las Vegas"
"Comfort Food",EolW2H_wkpYwWbBURN_4gQ,"Heart Attack Grill","Las Vegas"
"Comfort Food",eoMLAjvo97vK0mMA2O4Zmg,"Taco Bell",Charlotte
"American and British",eONS7DP6U9BV3lkqGAUbOg,"Waffle House",Mesa
"American and British",eopVWkFQ_AB53m_17bCl-Q,"Renegade by MOD",Scottsdale
"Comfort Food",eOPxvbzFTBjO5LSV3uYMug,"Chuck E Cheese's",Phoenix
Halal,EorbNAe004JPljoJlcBMog,"Lily's Persian & Mediterranean Cuisine","Las Vegas"
"Comfort Food",eOsaMm8uBnLIdjxPRd6MRw,"Jim's Famous Sauce","West Mifflin"
"Comfort Food",EOtLvniLxNtPFzZjl5oXdg,"Sbarro Italian Eatery","Las Vegas"
Italian,EOtLvniLxNtPFzZjl5oXdg,"Sbarro Italian Eatery","Las Vegas"
"American and British",EOu5kwsz9XPyq5r-eWrOFQ,"Pike's Old Fashioned Soda Shop",Charlotte
"American and British",eOug4Lp-b5-jrtkoLMQq2g,"Circa 1900",Phoenix
"Comfort Food",eOv0Dbq2E8sd0CKMAqTImw,"Luigi's Pizzeria",Bellevue
Spanish,EoVGIsaatkdbWLY9qyFcgA,Sofrita,"Fountain Hills"
"Comfort Food",eow0zY6TdViDnyJXXeOMwg,"Forno 301",Phoenix
Italian,eow0zY6TdViDnyJXXeOMwg,"Forno 301",Phoenix
"Japanese and Korean",EOWArlSPzXr5JVUBCEU2nA,"FUWA Teppanyaki Grill","Las Vegas"
"American and British",EOWYeAhHDAYmG7jtIBuq5w,Houlihan's,Pittsburgh
"American and British",eoX0Yp3AIZagg-i5GOb2ow,Sweets,Chandler
"Comfort Food",eoX0Yp3AIZagg-i5GOb2ow,Sweets,Chandler
"Comfort Food",eOXk25-Q7-wOBF6dlp8OQw,"Quips Cafe",Charlotte
"Comfort Food",EO_LRZc_g0KIR-uRC2ecnQ,"Michael's Frozen Custard",Madison
Spanish,EP1B17h53eczD75uQvKpMg,"La Sal",Edinburgh
"Comfort Food",Ep1GABlgFfy_L6SrMJisaQ,"Port of Subs","Las Vegas"
"Japanese and Korean",ep1kzTEks2qlTDiaRT5oJw,"Togoshi Ramen","Las Vegas"
"Comfort Food",eP2WTbTQDCLj6FPNd6Il5Q,"Taco Del Mar",Phoenix
"American and British",EP3zZYU2fRhPnl33R41LxA,"E:S:I Brasserie",Edinburgh
"Comfort Food",ep4AN-jBsGwugk7SUvhyiA,Wienerschnitzel,"Las Vegas"
"American and British",eP6BKBrIdbD6Bo-wpEAd4w,"Rush Hour Tavern","Las Vegas"
"Comfort Food",ePaGSbE-j_TjpQYAlbPZEQ,"Pizza Mega",Montréal
Italian,EpascFEAih49O5Un4f2AFw,Meatballz,Phoenix
"American and British",EpaXijMLlEXvQfM9gXDYiA,"Avenue B",Pittsburgh
"Comfort Food",EPcjTX5VdeCEAQstNC_Kow,"Pizza Pit","De Forest"
"American and British",EPE3OL8nOMQF-TaKo5H1hw,"Basil's Restaurant",Charlotte
"Southeast Asian",EpkR4JdE5UuNexHbWXsfig,"Ann Purna",Edinburgh
"Japanese and Korean",EpLbqBe_GCiLuoPoq5OaDg,"H20 Et Sushi Bar",Dorval
"Japanese and Korean",EplRv5dU8kbcZHVqBxhTpQ,"Dae Jang Kum",Brossard
"Japanese and Korean",epMKlsA-OoZMNcXTMmWoMw,Sujeo,Madison
"Comfort Food",EpnLqyTKwo8Tn8j_w2ZVkg,Naked,Edinburgh
"American and British",ePP0Eqz8JKSbtdt2phiB4A,"Alexander Michael's",Charlotte
French,ePP0Eqz8JKSbtdt2phiB4A,"Alexander Michael's",Charlotte
"Comfort Food",epUeIG4o7yphmcOU0qIqOg,"Sofia's Pizza","Las Vegas"
"Southeast Asian",ePwLfpvB6QkBOtKIyPycPw,"Royal Thai Grill",Mesa
"American and British",EpZsI6uHsyaE1xHI-7Qglw,Triangel,Karlsbad
Chinese,eP_enpBqAvE5coRwl6Ib9w,"Grand China",Henderson
"Southeast Asian",Eq-BpslGrZ2wDes-8miHIQ,"Banna Thai",Karlsruhe
French,Eq-w1GBZLdEbrtNDwVncYA,"Gaby Et Jules",Pittsburgh
"Comfort Food",Eq3gzgiRIGYtubbZw1mDlQ,"Serrano's Mexican Food",Chandler
"Comfort Food",Eq5AIZnxnVfNQRlk7sgb_w,"MAD Greens - Hilton Village",Scottsdale
"Comfort Food",eq5za-Fm-8zRPTse36U17g,"Nifty 50's Sandwich and Malt Shop",Madison
Chinese,Eq6HUYlnhF__d1ie-I2RMg,"P.F. Chang's",Peoria
"Comfort Food",eq6lQI039SBLC6sHm3idGA,"Secret Pizza","Las Vegas"
"Comfort Food",EQa5xeZQ7QWMy3kr0AAg5Q,Wendy's,Phoenix
Chinese,EqA_0-n-OFg86hdyYm65rw,"Kwan's Sampan",Mesa
"American and British",eqbpaxfx2DHhG-cj9L8tVg,"Perfect Pear Bistro",Phoenix
"Comfort Food",eqbpaxfx2DHhG-cj9L8tVg,"Perfect Pear Bistro",Phoenix
"Japanese and Korean",eqbRa6sLnROSxfcN6pXp-A,"Oodolee Sushi & Grill","Las Vegas"
"American and British",eqdEOyNbEvl-Gne_w3_0jw,"Lucky Lou's American Grill",Chandler
"Japanese and Korean",EQDNOXW3wCS7ZdlyMOMNvQ,"Ogo Sushi",Montréal
Chinese,eQdQYR5hvMLiYDF41lOtCw,"Panda Express",Mesa
"Comfort Food",eQdQYR5hvMLiYDF41lOtCw,"Panda Express",Mesa
"American and British",EQgMEDJ3Tkln-8UBlOuKwg,"Moga Crepes",Phoenix
French,EQgMEDJ3Tkln-8UBlOuKwg,"Moga Crepes",Phoenix
"Comfort Food",eQHVuMuTgFY9VuGu3WySyA,"Burger Rush",Tempe
Spanish,eqJ-p_8AYeltJU2tJHURJA,"La Churreria",Karlsruhe
"Comfort Food",eqm1NtRuPwJz0xUXLo_SNQ,"Fratello Pizzeria",Waterloo
"Comfort Food",EQmxZjaU3IoXjq23dx9hag,McDonald's,Chandler
"Comfort Food",eQnajQaCQUpW-lsEJlAtEA,Sonic,Mesa
"American and British",eQNn1dJiXxldNLGRivzcBw,"Tony's Fish Bar",Edinburgh
"Comfort Food",eQNn1dJiXxldNLGRivzcBw,"Tony's Fish Bar",Edinburgh
Halal,eQNUJqMq5t7pwwwtXZ_iqw,"Chef Kebab",Laval
"Comfort Food",EQOoRmLsilk_94QS3q0vgQ,"Brighton Hot Dog Shoppe",Pittsburgh
Indian,eQp6Ls4QpnUrpyRZH5Vy1A,"Morningside Spice",Edinburgh
"Southeast Asian",eQp6Ls4QpnUrpyRZH5Vy1A,"Morningside Spice",Edinburgh
"American and British",EQQOPKL3rmPsH73IF7kvjw,"Johnny Smalls","Las Vegas"
"Japanese and Korean",eqQRWWz6y2EvVFHNal7IFg,"Mon Ami",Montréal
"Comfort Food",EQTdq1SJuU6bjC3myEfDWg,"Barro's Pizza",Phoenix
Italian,EQTdq1SJuU6bjC3myEfDWg,"Barro's Pizza",Phoenix
"Comfort Food",eQTnrAIbitS6VAPUaaXdFg,"Club Sandwich",Edinburgh
French,equkECCa5WxzICTJr3YpBg,"Lutece Restaurant","Las Vegas"
"American and British",eQX9DwovKIwB5FncvOMhMQ,"R.T. O'Sullivan's",Mesa
"Comfort Food",EQxbEKkHxNvRT_-S5A-Gcw,"Greens and Proteins","Las Vegas"
"Comfort Food",EQxR8CKkKSmHW0fgtqVosg,"Bagel Nosh",Gilbert
Chinese,EqyNGesG22jNfNT5pmfYgw,"Shangri-La Chinese",Phoenix
"Comfort Food",eQZh_YnG36SvA461oOHw_A,"Taqueria El Buen Pastor","Las Vegas"
"Comfort Food",EqZl_lQdB3GVFHCoD7sOyg,"Chicagoland Hotdogs & More",Mesa
"Japanese and Korean",er0igxfiINm-jcYyppBGyg,"Maison Tataki",Montréal
Chinese,er1Ng8wxlwaWnzFAKttukQ,"Panda Express",Scottsdale
"Comfort Food",er1Ng8wxlwaWnzFAKttukQ,"Panda Express",Scottsdale
"Japanese and Korean",Er20nsiOS6TFHmAE717iTA,"Temari Fine Japanese Cuisine",Gilbert
"Comfort Food",eR5-nFI0Vp7EG2pIXQM3bw,McDonald's,Tempe
Halal,er653OokJvTM7TP9AhbgEQ,"ZK Grill",Gilbert
"Southeast Asian",er6gWRnG0YgUav-d8MZ9Zw,"Plumeria Thai Cafe","Las Vegas"
"Southeast Asian",eR7cwYFZDkNqBSSTohNwLw,"Wok In",Mesa
"Comfort Food",eR7pephNfbVvuBYgOvpK4g,"Milio's Sandwiches",Madison
"Comfort Food",eRb0wjIVlj0bbfmePKZLng,"Jac's Pizzeria & Pub",Scottsdale
Italian,eRb0wjIVlj0bbfmePKZLng,"Jac's Pizzeria & Pub",Scottsdale
"Comfort Food",erBoatMp1TFi_NPxTigp6w,"Pink Taco",Scottsdale
"Comfort Food",EreqxAEKm62XtDMRYXglDw,"Macayo's Mexican Restaurants","Casa Grande"
"Comfort Food",eressGqUoS0tapol9bv-CA,"Domino's Pizza",Phoenix
"American and British",ERgRiC6UDxwSHSynlvmJtQ,"Half Moon Sports Grill",Tempe
"Comfort Food",eRhl0bBMEeCRaOJ8gbSw9Q,"Boomer's Sweet Home Chicago",Phoenix
"Japanese and Korean",eRI_wjeDJwS_2IZAqUQA6Q,"Sushi Itamea",Montréal
"American and British",ERJ_kLFvO3v3miOCy1I0aw,"The Ox",Edinburgh
"Japanese and Korean",erkv-CZOE1K1FtfHKkGqbQ,Takumi,Montréal
French,ermmqHwPQKg9VqUFZx61xQ,"Bab's French Quarter Kitchen",Madison
"Comfort Food",eRSpQ0izpVaiMf3XmuFiiA,Subway,Henderson
"American and British",ERtc-EXdP9erEBoh7droww,"Draw 10 Bar",Phoenix
"Comfort Food",ERtc-EXdP9erEBoh7droww,"Draw 10 Bar",Phoenix
"Comfort Food",erYxGVc1A_bce_S_W7dKgQ,"Hungry Howie's Pizza",Mesa
Chinese,eR_vyBCRhMQKhmHbxFkPVw,"Wok n Stix",Glendale
Italian,ES-bdRYNDqwIaXw1G5_4cA,"Scoglio's Greentree",Pittsburgh
"American and British",eS2EI4IXyqQMboD7AlK1Wg,"Hash House A Go Go",Henderson
"Comfort Food",es5oJtSvYWy9NxILlARMSg,"Filiberto's Mexican Food",Mesa
"Comfort Food",ESAm7dJIeS9CdWkgYASk8g,"Dairy Queen",Scottsdale
"Comfort Food",esapuP4e4A8FDlBhCE8S-w,Quiznos,"Las Vegas"
"Comfort Food",esfEW39ZrwbSAyAri3J3PQ,"Pizza Hut","Las Vegas"
"American and British",EshXtN_TyYyx75NzS1XieA,"Counter Cuisine","Las Vegas"
"Comfort Food",EshXtN_TyYyx75NzS1XieA,"Counter Cuisine","Las Vegas"
"Southeast Asian",ESjWCcBpMeiRsvMYXWgdgw,"Pho 68",Chandler
"Comfort Food",eSKM83PlRBUAZ0fsYvYuLg,"Little Caesars",Phoenix
"Comfort Food",eskXrZERb01mwHrNKv5eEw,"Familia Pizzeria","Las Vegas"
"Comfort Food",ESlu79Th0bWSPqtPh5rWHA,"Fat Boy","Las Vegas"
"Comfort Food",Esn7lfc9w6KVoX61FsXM3A,"New Mexican Grill",Chandler
"American and British",Ess45I5Eefjnte2B2nHP_w,"Boondocks Patio & Grill",Scottsdale
Chinese,EsYYJwZqo-SP82_LFyTKEg,"Chia Bistro Chinese Food",Huntersville
"Comfort Food",eSzd3NNX6rf-qrLNP91OOg,"Carmella's Pizza Grill",Charlotte
Italian,EszEYUwjB8wrO_jkLRXPvQ,"Restaurant Trattoria Di Mikes",Montréal
"Comfort Food",et-odMgalfrBGzhuMWoy3Q,"California Pizza Kitchen","Las Vegas"
"American and British",ET9VpUk1UgjMN5DJRV0yOw,"Christopher's Fermier Brasserie & Paola's Wine Bar",Phoenix
French,ET9VpUk1UgjMN5DJRV0yOw,"Christopher's Fermier Brasserie & Paola's Wine Bar",Phoenix
"Comfort Food",ETDtTBzXS8ag-AQKTr2lSA,McDonald's,Glendale
Chinese,ETg80zdzuBm7gBfW3UoMIw,"Wokee Express",Gilbert
"American and British",etGak8aEXrJ_o84Teb0WVA,"Indigo Crow Restaurant & Bar","Cave Creek"
"Southeast Asian",ETNIUYIdfv-gmU8aKLSJ7Q,"Chennai Express",Tempe
"American and British",EtnMSBRlMQWrdTla-jz9RA,"Tramp's Restaurant",Pittsburgh
"American and British",ETnU0pf3aFuZfpHEHWyd4A,"Rock & Rita's","Las Vegas"
"Comfort Food",ETrtpthOGuC8q7rE17s30g,"Burger 21",Chandler
"Comfort Food",EtrV3cQqSt8BvUqYpB_d4g,"Taco Bell","Tega Cay"
"Comfort Food",Ette3OwxfQ-BCuGYMqHJ0Q,"Jack in The Box",Phoenix
"Comfort Food",EtWH--gCfZ7wn9DT1gCafQ,"Nathan's Famous","Las Vegas"
"Comfort Food",etYqrJTCE2_yMxhqdnGd0A,"Chicago Brewing","Las Vegas"
"Southeast Asian",eU-10rPEhyJ00un0_fd1fQ,Kismot,Edinburgh
"American and British",Eu2svxHuLFeLzGlwy8hciw,"Finn McCools",Pittsburgh
"Comfort Food",EUaTSqw7qtLQkn5-ScdE8w,"San Salvador Restaurant","Las Vegas"
"Comfort Food",eUfSEAOFhvH-3N4MEgHHCA,"Revolution Ale House",Charlotte
Italian,eUfSEAOFhvH-3N4MEgHHCA,"Revolution Ale House",Charlotte
"Comfort Food",EUfVkqNFv5Ay0W7nbaivJA,"Dairy Queen",Phoenix
"Comfort Food",eUM3W7s6CUZkaUJDTRbP_w,"Al Taib",Montréal
Halal,eUM3W7s6CUZkaUJDTRbP_w,"Al Taib",Montréal
"Comfort Food",EumAgFD4U9FGRJPW2g1FLg,"Babbo Italian Eatery",Mesa
Italian,EumAgFD4U9FGRJPW2g1FLg,"Babbo Italian Eatery",Mesa
"Comfort Food",EUmfOpiQxJ5yaEMypI30gQ,"Leticia's Mexican Cocina","Las Vegas"
"American and British",eUmyEXmaBJO8PTtKooko4Q,Applebee's,Higley
"Comfort Food",eUmyEXmaBJO8PTtKooko4Q,Applebee's,Higley
"Comfort Food",EuNV8_SReV_3KeET2Ums6A,"Tokyo Express",Scottsdale
"Japanese and Korean",EuNV8_SReV_3KeET2Ums6A,"Tokyo Express",Scottsdale
French,EUqCIk70-jb8BKKKfP2wQA,"M sur Masson",Montréal
Italian,euQY_AGz4_AYM8HapezQ6w,"La Bruschetta",Edinburgh
"Comfort Food",EURL0YpVvUoRoXx6eop4QA,Zibo,Laval
Spanish,eURPstVQnfF7IPx07tQcSQ,"Z Tapas Lounge",Montréal
"Comfort Food",euSK0uPFinytVDR_UROMTA,"Panera Bread",Phoenix
"Southeast Asian",ev161HS1EB0sox1TM8csYw,"Thai Bistro",Kitchener
"Comfort Food",eV25RVJvKcvPQqxSde0lBQ,"La Katra Hot Dog Cart",Tempe
"Southeast Asian",EV3MIitjwtWdgeHq3lr0hQ,"Thai Cuisine","Las Vegas"
Chinese,ev4X3Tw8pqzOObv5nuIxWQ,"Silk Pagoda Restaurant",Pittsburgh
"Comfort Food",evAH81JTQgEc3ywyqxBGMA,"Viva El Taco","Las Vegas"
"Comfort Food",EVaTWlCt6amHbf6S_kAa4Q,"De La Cruz Mexican Grille","Gold Canyon"
Italian,evBLcF71f_zB5LOTKzFdsw,"Bravo Franco Ristorante",Pittsburgh
"Comfort Food",eVBoSU_epwPsN3SUo0-ZOQ,"Jimboy's Tacos","Las Vegas"
"Comfort Food",Evf5rl1zZZpJ4LzHt_W4qw,"Appetite Direct",Edinburgh
"American and British",evHsFv7BbO-FrAtb7aN8JA,"Pittsburgh Fish & Chicken",Pittsburgh
"Comfort Food",Evi6u84U3F6VhgriCDhQUg,"Chipotle Mexican Grill",Peoria
"Southeast Asian",Evix6jKFQOJcw0PO-xEQgw,"Thanh Hoa",Phoenix
"Comfort Food",EvJyPhNnDOtwkfpypk2_6A,"Boswell's Sandwich Salvage Co",Stallings
"Comfort Food",eVlErNWjXrcVa5KjhcNcJA,Wendy's,Charlotte
"American and British",EVRoFKVKbgP-rz9_6enViQ,Whataburger,Chandler
"Comfort Food",EVRoFKVKbgP-rz9_6enViQ,Whataburger,Chandler
"Comfort Food",EVUNQuM2XYNfhlQnVZX3MQ,"Jimmy John's",Mesa
"Comfort Food",eVv6UshaBJdQSLaHMTQikw,Salsitas,Phoenix
"American and British",evxyizwR-TdqeP-BQINlcA,"Pittsburgh Bottleshop Cafe",Bridgeville
"Comfort Food",eVZG9sXJSz9zZpX7H2WHiw,"Burger King",Phoenix
Chinese,eW-hTjKrt91NnQ9xzMYtDQ,"China China Restaurant",Mesa
"Comfort Food",ew0ioRqPWVvRVij0UQ3cvQ,"Roberto's Taco Shop","Las Vegas"
"American and British",eW55DYUKnnMO8f922NSMCQ,"Just Fresh Kitchen Bistro",Matthews
French,ew5MdPbrBWKV6XIO9_gieA,"Louie's Dixie Kitchen",Urbana
"Southeast Asian",Ew6YfU0XcFGM-S4zncZ5Dg,"India Garden",Avondale
"Comfort Food",EW9LIn-95GfUi1A7oGzCqA,"Jack In the Box","Las Vegas"
"Comfort Food",eWbC_7Rn5HDjEx-Y8CJXuw,"Taqueria El Vaporcito",Phoenix
"Southeast Asian",ewc5YyPqavv4IK66z1W6WA,"Sawasdee Thai Kitchen",Pittsburgh
"Comfort Food",EwDKWWLf0a1oW5EJ_ULhGQ,"Villa Fresh Italian Kitchen","Las Vegas"
"Comfort Food",EWdLB__imFSZ9v8EOJBqAQ,"Panera Bread",Phoenix
Chinese,Ewf8sZkyCfhi8Nu9LbEc6A,"Pong Pong Restaurant",Tempe
"American and British",eWiNE7Y8BIpvApHz4uviLw,"Time Square",Phoenix
"Southeast Asian",EwIXYwynZt-6B46u8Pt7jg,"Ping Pong Thai Restaurant","Las Vegas"
"Comfort Food",eWjlM_MXCbVI2vrpviMxZw,"Firehouse Subs",Madison
"Comfort Food",eWm3vMMyUHphGOu_I0XlSw,"Putters Bar & Grill",Henderson
"American and British",EWMwV5V9BxNs_U6nNVMeqw,FEZ,Phoenix
Chinese,EWnSPExh_T5zTv6oMJOC5g,"Mr Chao's Asia Bistro",Phoenix
"Comfort Food",eWNWOiJirre6XIC0ZuQXHw,"Le Tequila Bar",Saint-Henri
"Comfort Food",ewqEvlKJQkHZZ7eFlKzw3g,"Naked Pizza",Goodyear
Indian,EWtsr6rcmXt9mT_dsTVQ3A,"Copper Kettle",Tempe
"Southeast Asian",EWtsr6rcmXt9mT_dsTVQ3A,"Copper Kettle",Tempe
"Southeast Asian",Ewum0uSpxz5XGlXHGmzqeQ,"Cambod-Ican Kitchen",Pittsburgh
"American and British",EwuvZCcVHkICgTbqCEjikA,"Hartigan's Irish Pub",Charlotte
"Comfort Food",eWvfBkL6NPtIjfqhCo7EdA,"Domino's Pizza",Tempe
"American and British",eWwQPt7taP_xHLOzLaf5bA,"Emily's Cafe",Henderson
"Comfort Food",EwxURzkF_rhj6cVP7lxPhQ,"El Pastor",Madison
"American and British",ewZlgc22xN5NNQ1H7U6Y7g,"The Cheesecake Factory",Scottsdale
"American and British",Ew_BOifmNQrh4P1VJvK5qg,"Burger King","Las Vegas"
"Comfort Food",Ew_BOifmNQrh4P1VJvK5qg,"Burger King","Las Vegas"
"Comfort Food",EX5QAAciXEwOQ1xnFlVLAA,"Taco Bell",Phoenix
Chinese,eXALA0wNH2LdwpUlGvWsKw,"China Olive",Phoenix
"Comfort Food",ExaVbfbM2en7MCCI1_qYnw,"Tijuana Flats",Charlotte
"American and British",eXaVJc5GMIjYEUjbrc13FA,"The House Brasserie",Scottsdale
"Comfort Food",eXaVJc5GMIjYEUjbrc13FA,"The House Brasserie",Scottsdale
French,eXaVJc5GMIjYEUjbrc13FA,"The House Brasserie",Scottsdale
"Southeast Asian",EXc-2pkvp5gZzbm1g_XE5w,"Le Coin d'Asie",Montréal
"Comfort Food",eXcyErR3iOagcYM1ei9Z0w,"Rosarita's Beach",Henderson
Italian,EXdKd9VZ1-qUsJEcGC5J5A,"Café Maurizio",Montréal
"Comfort Food",eXdKR2FikpBLmI-M8bstFg,"Fired Pie",Phoenix
"Comfort Food",ExFAJB0sH2M4pCeH88U8Ag,Kolo,Karlsruhe
Halal,ExFAJB0sH2M4pCeH88U8Ag,Kolo,Karlsruhe
"Comfort Food",EXhgynZdOfPAbIn0_O-e_w,"Las Cazuelas",Madison
"Japanese and Korean",ExIjfcYeRoVxxQBzIoDkPw,Koreatown,Mesa
Chinese,exiTniDF3cjnxZFvwvSO3Q,"Star Wok 2",Peoria
"Comfort Food",ExjZ-Q_8hejt5S43ycbkFw,"Las Gorditas","Las Vegas"
"Comfort Food",exLaqeER1uY9kVfwfFxvKA,"Fair Trade Coffee",Madison
Chinese,EXl_yEmM-2uyo85zggkVxw,"Pan Asian Express","Las Vegas"
"Comfort Food",exODno12y5GRj0DRzob2Eg,"Taquitos Jalisco",Mesa
"Comfort Food",ExoI56LT0AaKtDIEyP9uJQ,"Hibachi Express",Pittsburgh
"Japanese and Korean",ExoI56LT0AaKtDIEyP9uJQ,"Hibachi Express",Pittsburgh
"Comfort Food",exQ0FftPiQBlpI-CxSYwnw,"Sam's Famous Subs",Mesa
"Southeast Asian",EXqWV2Dr91zN5MMs7wTXOw,"Chiang Mai",Edinburgh
"Comfort Food",exrK74Ue3ieZfAD8Xo0gPA,"Carl's Jr","Casa Grande"
"Comfort Food",EXSivnM_kjqL29uwJt1owg,"NYPD Pizza",Gilbert
"American and British",EXtCgZoxHNjXrqPCFOgQmQ,"D'Lite Healthy On The Go",Tempe
"Comfort Food",Exw4BT6b3d-cfjZqx9H1RA,KFC,Charlotte
"Comfort Food",Exx5ffvnmk4MrTyCkPRuug,"Los Olivos",Scottsdale
"American and British",eXxULzJRIutN6wF1mQH2Tw,"Boston Market",Scottsdale
"Comfort Food",eXxULzJRIutN6wF1mQH2Tw,"Boston Market",Scottsdale
"Comfort Food",eXY0FZUUVkXXoXt53cUgAQ,"Cafe Rio","Las Vegas"
"Japanese and Korean",exyrJvzW0pXIfeWwJwYBvA,"Teppanyaki Kyoto",Pittsburgh
